Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
وزارة التعليم,office,government,24.7410815,46.701458,,,,,,
سفارة ماليزيا,office,diplomatic,24.6797706,46.6222841,,,,,,
سفارة المملكة المغربية,office,diplomatic,24.6802211,46.6221903,,,,,,
سفارة تونس,office,diplomatic,24.6805582,46.6221553,,,,,,
مكتب التربية العربي لدول الخليج,office,educational_institution,24.6771264,46.6236393,,Amr Bin Umaia Azzamri Road 7054,,,,
Embassy of Oman,office,diplomatic,24.6722176,46.6209377,,,,,,
المركز الاقليمي للجودة والتميز في التعليم,office,government,24.6759141,46.6242799,,,,,,
Unnamed,office,yes,24.6825677,46.625395,,,,,,
سفارة جمهورية نيجيريا الإتحادية,office,diplomatic,24.6771155,46.6228572,,Abdullah Bin Hazafa As-Shami Road PO 94386,,http://nigeria.org.sa/,,
SAR Admin,office,government,24.8566002,46.7673079,,,,,,
Embassy of Sri Lanka,office,diplomatic,24.676117,46.6259225,,,,,,
Unnamed,office,diplomatic,24.6749025,46.621774,,,,,,
سفاره جامبيا,office,diplomatic,24.6837037,46.6286647,,,,,,
مدينة تدريب الأمن العام,office,government,24.7794297,46.8777848,,,,,,
Unnamed,office,government,24.7639819,46.851928,,,,,,
SANG Office,office,government,24.7034627,46.8574035,,,,,,
Unnamed,office,administrative,24.5181179,46.8893078,,,,,,
Unnamed,office,administrative,24.5187026,46.8897314,,,,,,
Unnamed,office,government,24.6656071,46.7876952,,,,,,
Unnamed,office,educational_institution,24.647961,46.7047106,,,,,,
Unnamed,office,educational_institution,24.6148769,46.727766,,,,,,
STC مجمع الملك عبد العزيز للاتصالات,office,it,24.7528539,46.6904277,,Imam Saud St,,,,
شركة فتكر للتجارة الدولية,office,company,24.6512199,46.7093304,,فالح بن صغير,,,Su-Th 08:00-17:00,
Unnamed,office,government,24.5884564,46.535195,,,,,,
General Directorate of Civil Defense,office,government,24.8990805,46.9327869,,,,,,
Security Forces Command Facilities,office,government,24.889561,46.9355336,,,,,,
المديرية العامة للجوازات,office,government,24.8740276,46.9237309,,,,,,
General Directorate of Prisons,office,government,24.8770669,46.9276967,,,,,,
General Directorate of Narcotics Control,office,government,24.8807117,46.9324732,,,,,,
Unnamed,office,government,24.8846071,46.9250079,,,,,,
Unnamed,office,government,24.7887484,46.8007075,,,,,,
SFDA Saudi Customs,office,government,24.976668,46.6928391,,,,,,
سفارة الجزائر,office,diplomatic,24.6775203,46.6201238,,,,,,
سفارة بوركينا فاسو,office,diplomatic,24.6767112,46.6197997,,,,,,
Ambassador's Residence of Brasil,office,diplomatic,24.676633,46.6185519,,,,,,
سفارة باكستان,office,diplomatic,24.6768575,46.6212078,,8th Roundabout PO 94007,,http://www.pakembassyksa.com/,,
Embassy of New Zealand,office,diplomatic,24.6731133,46.6214016,,Abdullah Bin Hazafa As-Shami Road,+966 11 4887988,https://www.mfat.govt.nz/en/countries-and-regions/middle-east/saudi-arabia/new-zealand-embassy/,"Su-Th 09:00-12:00,12:30-15:00",
Embassy of Qatar,office,diplomatic,24.6737165,46.6216064,,Abdullah Bin Hazafa As-Shami Road,,,,
Unnamed,office,diplomatic,24.6742626,46.6217807,,Abdullah Bin Hazafa As-Shami Road,,,,
Unnamed,office,diplomatic,24.6721415,46.6247489,,,,,,
هيئة التقييس لدول مجلس التعاون لدول الخليج العربية,office,association,24.6714151,46.6254338,,,,https://www.gso.org.sa/,,
سفارة جمهورية كازاخستان,office,diplomatic,24.6738988,46.6278942,,Amr Bin Umaia Azzamri Road PO 94012,+966 11 480 6406,https://www.gov.kz/memleket/entities/mfa-riyadh,,
سفارة الجمهورية الصينية الشعبية,office,diplomatic,24.6734706,46.6262567,,Amr Bin Umaia Azzamri Road PO 75231,+966-11-4832126,http://sa.china-embassy.org/,Su-Th 08:30-14:30,
Unnamed,office,diplomatic,24.6750396,46.6231479,,,,,,
السفارة المصرية,office,diplomatic,24.6722425,46.6227753,,Abdullah Bin Hazafa As-Shami Road,+966114810159,,,
سفارة أستراليا,office,diplomatic,24.6754979,46.6216788,,Abdullah Bin Hozafa As-Shami Road PO 94000,,https://saudiarabia.embassy.gov.au/,,
Ambassador's Residence of Tunisia,office,diplomatic,24.6774137,46.6193176,,,,,,
Embassy of Greece,office,diplomatic,24.6789085,46.6211508,,Abdullah Bin Hazafa As-Shami Road,,,,
سفارة الولايات المتحدة الأمريكية,office,diplomatic,24.6814151,46.6203649,,,,https://sa.usembassy.gov/,,
السفارة السودانية بالرياض,office,diplomatic,24.678368,46.6212457,,Abdullah Bin Hazafa As-Shami Road,,,,
سفارة الكويت,office,diplomatic,24.6777681,46.621366,,Abdullah Bin Hazafa As-Shami Road,,,,
سفارة تركيا,office,diplomatic,24.6802395,46.620989,,Abdullah Bin Hazafa As-Shami Road 8604,+966 11 482 0101,https://riyadh-emb.mfa.gov.tr,Su-Th 08:30-16:30,
سفارة الدنمارك,office,diplomatic,24.6795012,46.6247211,,Ibn Shamil PO 94398,,,,
سفارة فنلندا,office,diplomatic,24.6801552,46.624614,,Ibn Shamil PO 94363,,http://www.finland.org.sa/,,
سفارة النرويج,office,diplomatic,24.6789661,46.6248062,,Ibn Shamil PO 94380,,,,
سفارة الجمهورية اليمنية,office,diplomatic,24.6783048,46.6248679,,Abu Bakar Al Karkhi,,,,
سفارة إثيوبيا,office,diplomatic,24.6773856,46.6250369,,Abu Bakar Al Karkhi,,,,
سفارة لبنان,office,diplomatic,24.6777536,46.6271653,,Abu Bakar Al Karkhi PO 94350,,http://riyadh.mfa.gov.lb/saudiarabia,,
سفارة جمهورية سنغافورة,office,diplomatic,24.6756369,46.6262519,سفارة جمهورية سنغافورة,PO 94378,+966-11-480-3855,https://www.mfa.gov.sg/Riyadh,Su-Th 08:00-15:30,
السفارة الاماراتية,office,diplomatic,24.6751394,46.6266808,السفارة الاماراتية,شارع عمر بن أمية الضمري,+96-61-14881227,https://sp.mofaic.gov.ae/EN/DiplomaticMissions/Embassies/Riyadh/Pages/home.aspx,Su-Th 08:00-15:00,
السفارة السنغالية,office,diplomatic,24.6783314,46.6261486,,PO 94352,,,,
سفارة إندونيسيا,office,diplomatic,24.6814281,46.6249645,,Ibn Shamil PO 94343,,http://www.kemlu.go.id/riyadh/,,
سفارة الكاميرون,office,diplomatic,24.6812455,46.6260803,,Omaya Abu Al Salt PO 94336,,http://www.ambacamsaudi.org/,,
سفارة المملكة الأردنية الهاشمية,office,diplomatic,24.6811105,46.6267359,,Omaya Abu Al Salt,,,,
سفارة الفلبين,office,diplomatic,24.6808009,46.6274903,,Omaya Abu Al Salt PO 94366,,,,
سفارة كندا,office,diplomatic,24.6817567,46.6273082,,Omaya Abu Al Salt PO 94321,966 (11) 202-3200,https://www.saudiarabia.gc.ca/,,
سفارة جمهورية ألمانيا الاتحادية,office,diplomatic,24.6860923,46.623508,,,+966 112 776900,https://saudiarabien.diplo.de/,,
Embassy of Iran,office,diplomatic,24.685635,46.6273341,,,,,,
سفارة العراق,office,diplomatic,24.6875782,46.6298147,,طريق عبد الله بن حذافة السهمي 3723,+966-11-4806514;+966-11-4807496;+966-11-4807892,https://www.mofa.gov.iq/riyadh/,Mo-Si 09:00-15:00,
سفارة غانا,office,diplomatic,24.6873741,46.6225614,,,,,,
سفارة البحرين,office,diplomatic,24.6822858,46.6261489,,Omaya Abu Al Salt,,,,
سفارة جمهورية كوريا,office,diplomatic,24.6839406,46.6265764,,,+966-11-488-2211,https://overseas.mofa.go.kr/sa-ko/index.do,,
Embassy of Syria,office,diplomatic,24.6842306,46.6273832,,,,,,
سفارة فرنسا,office,diplomatic,24.6845213,46.6280563,,,,http://www.ambafrance-sa.org/,,
سفارة إيطاليا,office,diplomatic,24.6849626,46.629011,,,,,,
سفارة البرازيل,office,diplomatic,24.6842464,46.6293213,,,,,,
سفارة إسبانيا,office,diplomatic,24.6855758,46.6302821,,,,,,
سفارة الهند,office,diplomatic,24.6858023,46.6308613,,,+966-11-4884144,https://www.eoiriyadh.gov.in/,Su-Th 09:00-17:30,
سفارة غينيا,office,diplomatic,24.6839837,46.6319797,,,,,,
سفارة أيرلندا,office,diplomatic,24.6877132,46.6238546,سفارة أيرلندا,الإدريسي 3114,+966 11 407 1530,https://www.ireland.ie/en/saudiarabia/riyadh,Su-Th 09:00-16:00,
Embassy of the Netherlands,office,diplomatic,24.6885939,46.6288203,,,,,,
سفارة بلجيكا,office,diplomatic,24.6888108,46.6293292,,طريق عبد الله بن حذافة السهمي 2,,https://saudiarabia.diplomatie.belgium.be/,,
سفارة السويد,office,diplomatic,24.689194,46.6300448,,Collector Road B,,,,
السفارة البريطانية بالرياض,office,diplomatic,24.6881406,46.6274006,السفارة البريطانية بالرياض,,,https://www.gov.uk/world/organisations/british-embassy-riyadh,Su-Th 08:00-15:00;PH off,
Embassy of Japan,office,diplomatic,24.6866031,46.6245553,,,,,,
مؤسسة الملك عبدالله بن عبدالعزيز العالمية للأعمال الانسانية,office,foundation,24.7065407,46.6553885,,,,https://kahf.org.sa/,,
سفارة مملكة تايلاند,office,diplomatic,24.6883256,46.6259069,,,,,,
السفارة الليبية,office,diplomatic,24.6852084,46.6266301,,,,,,
سفارة جمهورية كينيا,office,diplomatic,24.6867007,46.6298991,,,,http://www.kenyaembassyriyadh.com,,
311 Buildings,office,educational_institution,24.4829561,46.6229663,,,,,,
Unnamed,office,government,24.7432032,46.6285073,,,,,,
مبنى 45,office,it,24.7531299,46.6943711,,,,,,
وزارة العمل والتنمية الاجتماعية - قطاع العمل,office,government,24.7459982,46.681911,,طريق الملك عبدالعزيز,0533529997,https://mol.gov.sa/,,
مركز ريادة الأعمال الرقمية,office,government,24.748302,46.6876846,,,,,,
الشركة السعودية للكهرباء,office,energy_supplier,24.7630581,46.58964,,,,,,
الادارة العامة للاتصالات السلكية,office,government,24.7544282,46.636183,,,,,,
Unnamed,office,government,24.643285,46.6962229,,,,,,
SBA,office,government,24.6431974,46.6950915,,,,,,
Unnamed,office,government,24.7231425,46.7429871,,,,,,
Unnamed,office,government,24.722512,46.7418727,,,,,,
Unnamed,office,government,24.7219253,46.7408634,,,,,,
Unnamed,office,government,24.7198239,46.7416662,,,,,,
Unnamed,office,government,24.718761,46.7422594,,,,,,
Unnamed,office,government,24.7248837,46.7472647,,,,,,
Unnamed,office,government,24.7170739,46.7431435,,,,,,
Unnamed,office,educational_institution,24.663982,46.6493741,,,,,,
Unnamed,office,government,24.7298314,46.6655402,,,,,,
Unnamed,office,government,24.6859915,46.7080283,,,,,,
Unnamed,office,government,24.6860045,46.708956,,,,,,
Unnamed,office,government,24.6850324,46.7097907,,,,,,
وزارة الدفاع,office,government,24.669044,46.7166098,وزارة الدفاع,,,,,
Unnamed,office,government,24.6667811,46.7078602,,,,,,
الإدارة العامة للأحوال المدنية,office,government,24.6524391,46.7136699,,,,,,
الموسسة العامة للتدريب التقني والمهني,office,government,24.6486953,46.7278888,,شارع الأمير فهد بن إبراهيم ال سعود,,,,
Unnamed,office,government,24.6494095,46.7315465,,,,,,
القوات الخاصة للأمن والحماية,office,government,24.648668,46.7319574,,الخرج,,,,
Unnamed,office,government,24.6288124,46.717415,,,,,,
Unnamed,office,government,24.6964356,46.7157615,,الملك عبدالعزيز,,,,
Unnamed,office,government,24.6939147,46.7194405,,,,,,
Al jamil optical Al Rwabi,office,company,24.6859692,46.794278,,,,,,
مديرية صحة الرياض,office,government,24.7001683,46.7628696,,,,www.riyadhealth.med.sa,,
Unnamed,office,government,24.7001786,46.7633134,,,,,,
ديوان المظالم,office,government,24.7090246,46.6205172,,,,,,
مكتب التعليم بغرب الرياض للبنين,office,government,24.5936847,46.6143129,,,,,,
STC Sales Office,office,telecommunication,24.5878153,46.6036016,,,,,,
تعبئة المياة السويدي,office,water_utility,24.590936,46.703014,,,,,,
الإتصالات السعودية,office,telecommunication,24.5767195,46.6808052,,,,,,
الشركة السعودية للكهرباء,office,company,24.7559074,46.6516586,,,,,,
شركة الاتصالات السعودية,office,telecommunication,24.7594985,46.6921524,,الإمام سعود بن عبدالعزيز بن محمد,,,,
شركة المياه الوطنية,office,water_utility,24.5743121,46.5313826,,,,,,
Unnamed,office,telecommunication,24.5880477,46.6032789,,,,,,
محطة مياه البديعة 3,office,water_utility,24.5768532,46.6060767,,,,,,
محطة وادي لبن للمياه,office,water_utility,24.6322149,46.5849111,,,,,,
وزارة التعليم,office,government,24.7396918,46.7001342,,,,,,
شعبة جوازات مجمع الملك عبدالعزيز للاتصالات,office,government,24.7568493,46.687467,,,,,,
شركة المياه الوطنية (الصيانة الثانية),office,water_utility,24.6047706,46.7672857,,,,,,
وزارة الخارجية إدارة الوثائق والترجمة,office,government,24.6779533,46.6236416,,,,,,
المعهد الثقافي الفرنسي,office,diplomatic,24.6785048,46.623573,,,,,,
سفارة جمهورية أفغانستان الإسلامية,office,diplomatic,24.680789,46.6233028,,PO 93337,,,,
سفارة موريشيوس,office,diplomatic,24.6847956,46.6242426,,Abdullah Bin Hazafa As-Shami Road 84,+966 11 482 9567,,,
سفارة المكسيك,office,diplomatic,24.6857962,46.6252724,سفارة المكسيك,طريق عبد الله بن حذافة السهمي 3293,,https://embamex.sre.gob.mx/arabiasaudita/,,
Embassy of Switzerland,office,diplomatic,24.6870375,46.6253756,,Diplomatic quarter,+966 11 488 12 91,https://www.eda.admin.ch/countries/saudi-arabia/en/home/representations/embassy.html,,
Embassy of Austria,office,diplomatic,24.6872673,46.6259204,,,,,,
Embassy of Taiwan,office,diplomatic,24.6874962,46.6264591,,,,,,
Embassy of Bangladesh,office,diplomatic,24.7435982,46.7091658,,,,,,
سفارة النيجر,office,diplomatic,24.7244522,46.6739707,,,,,,
سفارة بولندا,office,diplomatic,24.7291702,46.6704107,,Umar bin Dhafr Street 20,+966 11 4508889,https://www.gov.pl/web/arabiasaudyjska,,
السفارة السيرلانكيه,office,diplomatic,24.6951441,46.6937439,,أحمد عبدالغفور عطار 2979,+966 11 460 8249,https://slemb.org.sa,Su-Th 08:30-16:30,
سفارة جمهورية مالي,office,diplomatic,24.7394695,46.6493004,,شارع حمد بن عبدالعزيز 27,,,,
سفارة الصومال,office,diplomatic,24.723593,46.6757775,,,,,,
سفارة أوغندا,office,diplomatic,24.7298049,46.6853462,,,,,,
سفارة جمهورية تشاد,office,diplomatic,24.6650085,46.7059572,,,,,,
سفارة غامبيا,office,diplomatic,24.7290433,46.6881997,,النقرة 10,,,,
سفارة جمهورية الأرجنتين,office,diplomatic,24.6833909,46.6795809,,حبيب الحنظلي 4,+966 11-4652600,https://earab.cancilleria.gob.ar,,
سفارة فنزويلا,office,diplomatic,24.6796214,46.6235185,,,,,,
Embassy of Burundi,office,diplomatic,24.7438257,46.69255,,,,,,
سفارة البرتغال,office,diplomatic,24.7163287,46.6775709,,الأمير فيصل بن سعد بن عبدالرحمن 56,+966 114 826 964,https://riade.embaixadaportugal.mne.gov.pt,,
سفارة إيسواتيني,office,diplomatic,24.7166681,46.6774049,سفارة إيسواتيني,,,,,
سدر,office,yes,24.7758674,46.8022732,,,,,,
Administration,office,yes,24.7783226,46.8037082,,,,,,
المؤسسة العامة لتحلية المياه المالحة,office,government,24.6965447,46.6810539,,,,https://www.swcc.gov.sa/,,
هيئة الامر بالمعروف والنهي عن المنكر بالدرعية,office,government,24.7381794,46.5795006,,,,,,
مستودع جمعية الامام محمد بن سعود الخيرية,office,charity,24.7492224,46.5738324,,,,,,
مركز الدعوه والارشاد بالدرعية القديم,office,government,24.7481218,46.5746386,,,,,,
Electricity company Dir'iya,office,energy_supplier,24.7393419,46.5804532,,,,,,
Dar Salma Bint Hamza For Memorising The Quran,office,educational_institution,24.7459884,46.5779631,,,,,,
Unnamed,office,educational_institution,24.7434079,46.5785105,,8080,,,,
Unnamed,office,educational_institution,24.7430854,46.5786311,,8024,,,,
Unnamed,office,educational_institution,24.7427889,46.5783131,,,,,,
Fahad Hassan Al-Garni Office for General Services,office,yes,24.7447076,46.579539,,,,,,
Unnamed,office,yes,24.7408481,46.5724674,,,,,,
Unnamed,office,yes,24.7410706,46.5722775,,,,,,
Unnamed,office,yes,24.745143,46.5736677,,,,,,
Unnamed,office,charity,24.752437,46.5794669,,,,,,
وزارة النقل الإدارة العامة للطرق,office,government,24.7911358,46.6340996,,,,,,
وزارة الطاقة,office,government,24.7421486,46.6362527,,,,,,
صندوق التنمية الزراعية,office,government,24.672501,46.7000638,,,,https://www.adf.gov.sa,,
وزارة الحج والعمرة,office,government,24.6737515,46.7030873,,,,https://www.haj.gov.sa,,
سفارة جنوب أفريقيا,office,diplomatic,24.7020809,46.6183916,,Mohamed Al Abaderi 7184,+966 11 442 9716,,,
العمادة,office,yes,24.7579891,46.6908129,,,,,,
القبول,office,telecommunication,24.7568128,46.6903554,,,,,,
شركة الاتصالات السعودية,office,telecommunication,24.8328008,46.7336555,,,,,,شركة الاتصالات السعودية
الطيار للشحن,office,courier,24.9180147,46.698047,,,,,,
جوازات الرياض,office,government,24.6595532,46.7023385,,,,,Su-Th 07:00-14:00,
Unnamed,office,notary,24.6956973,46.5955174,,,,,,
مركز الملك عبدالله للدراسات والبحوث البترولية,office,association,24.8717051,46.712018,,,,https://www.kapsarc.org/,,
وزارة الصناعة والثروة المعدنية,office,government,24.6522029,46.7493348,,,,mim.gov.sa,,
مركز الوثائق والمحفوظات فرع وزارة النقل,office,government,24.6526998,46.7515814,,,,,,
NCEC,office,government,24.7851329,46.7321757,,,,,,
يوني بارت,office,logistics,24.910144,46.6958186,,,,,,
شركة ديباج للمقاولات المحدودة,office,company,24.6876852,46.6783001,,أبي العيناء اليمامي,,,,
شركة اليمامة للإستثمار والتطوير العقاري,office,company,24.6861191,46.6780994,,الأمير سلطان بن عبدالعزيز,,,,
شركة قطاف المستقبل للصناعات الغذائية,office,company,24.6862613,46.6784662,,الأمير سلطان بن عبدالعزيز,,,,
شركة تصليح افران,office,company,24.6932074,46.6802137,,الغروب,,,,
Unnamed,office,company,24.6892238,46.6795757,,ابن البناء,,,,
Unnamed,office,company,24.6894284,46.6794372,,,,,,
شركة شافي المثالي,office,company,24.7026309,46.6705392,,علي قدس,,,,
الهيئة العامة للطرق,office,government,24.8271502,46.6184411,,طريق العليا العام,,,,
الإدارة العامة للنظافة,office,government,24.6666466,46.7318686,,شارع صلاح الدين الأيوبي,,,,
وزارة الرياضة,office,government,24.6597822,46.7265697,,Al Farzdaq Street,,,,
شركة عبدالله ابراهيم الصايغ و اولادة,office,company,24.8227063,46.6543984,,,,,,
سياد للإستثمار - SYAD Company,office,company,24.6702382,46.7374032,,الاحساء,,,,
مبنى ديوان وزارة العدل,office,government,24.6596345,46.7253038,,شارع الشايب,,,,
مجموعة مثمرات - Mothmerat Group,office,company,24.6679348,46.7395326,,الأمين عبدالله العلي النعيم,,,,
وكالة امانة منطقة الرياض لشؤون بلديات المنطقة,office,government,24.6804002,46.7562742,,يوسف بن مصامد,,,,
الادارة النسائية بوزارة الدفاع,office,government,24.6830213,46.7220886,الادارة النسائية بوزارة الدفاع,,,,,
شؤون موظفي ديوان وزارة الدفاع,office,government,24.6843669,46.7217548,,,,,,
وحدة التنمية الأسرية بالملز,office,government,24.6830572,46.7198161,,,,,,
مجموعة شركات الظاهري الولية,office,company,24.6720235,46.7454591,,علي بن أبي طالب,,,,
إدارة الأدلة الجنائية,office,government,24.6705393,46.7449574,,,,,,
Unnamed,office,government,24.6818241,46.7436744,,الوسطى,,,,
سفارة قبرص,office,diplomatic,24.7164914,46.6774814,,الأمير فيصل بن سعد بن عبدالرحمن,,,,
شركة العويضة للتنمية,office,company,24.6615767,46.7438915,,الأمين عبدالله العلي النعيم,,,,
Unnamed,office,diplomatic,24.7161758,46.6776476,,,,,,
Unnamed,office,yes,24.7070302,46.714119,,,,,,
مصلحة مطابع الحكومة,office,government,24.7029253,46.7173155,,,,,,
شركة علي زيد القرشي وإخوانة,office,foundation,24.6953284,46.7355463,,,,,,
شركة ثمار الجزيرة,office,company,24.6967584,46.7435493,,,,,,
Unnamed,office,company,24.7549036,46.6569628,,الصبيحية,,,,
Unnamed,office,diplomatic,24.7273895,46.6751723,,الداخلة,,,,
جمعية فتاة العشرين,office,charity,24.7508991,46.6724892,,سليط التميمي,,,,
هيئة الاتصالات والفضاء والتقنية,office,government,24.7369253,46.6340945,,شارع وادي المعيدن,,,,
هيئة الزكاة والضريبة والجمارك,office,government,24.7567343,46.6512403,,وادي الحياة,,,,
وزارة النقل والخدمات اللوجستية,office,government,24.7580923,46.6518541,,,,,,
الادارة العامة لدوريات الامن,office,government,24.7583224,46.6522145,,Al Olaya,,,,
شركة الكهرب,office,energy_supplier,24.6532188,46.7334702,,,,,,
Unnamed,office,energy_supplier,24.6535213,46.7336912,,شارع ابن الطيب,,,,
Unnamed,office,energy_supplier,24.6529981,46.7321184,,شارع ابن الطيب,,,,
Unnamed,office,energy_supplier,24.6529171,46.7322985,,شارع ابن الطيب,,,,
Embassy of Gabon,office,diplomatic,24.7476176,46.680523,,ابن الطفيل,,,,
جمعية الكشافة العربية السعودية,office,government,24.6590625,46.7286302,,شارع الخيال,,,,
إدارة الميزانية العامة,office,government,24.6517383,46.7171771,,,,,,
Unnamed,office,government,24.6527566,46.7185544,,شارع بلال بن سالم,,,,
الإدارة العامة للصحة العامة,office,government,24.7528197,46.6658232,,المغيرة بن شعبة,,,,
مركز لُطف الإنسان,office,therapist,24.7774983,46.6651671,,الملك عبدالعزيز,,,,
المجموعة السعودية للأبحاث والإعلام,office,yes,24.6756546,46.6822562,,,,,,
وزارة الشؤون البلدية والقروية والاسكان,office,government,24.771873,46.6662457,,الملك عبدالعزيز,,,,
معهد النور للكفيفات,office,educational_institution,24.7747721,46.6634819,,,,,,
‏أمانة منطقة الرياض المبنى الرئيسي,office,government,24.6283824,46.7109689,,,,,,
